Indicator,Year,WHO region,Country,Causes,Display Value,Numeric
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Maldives,Injuries,"4,167",4166.56006
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Maldives,All Causes,"25,036",25036.34961
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Maldives,Communicable & other Group I,"3,776",3776.41797
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Maldives,Noncommunicable diseases,"19,358",19358.32031
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Maldives,Injuries,"1,902",1901.61694
"Age-standardized DALYs (per 100,000)",2000,Americas,Mexico,All Causes,"29,436",29435.89063
"Age-standardized DALYs (per 100,000)",2000,Americas,Mexico,Communicable & other Group I,"5,176",5176.06104
"Age-standardized DALYs (per 100,000)",2000,Americas,Mexico,Noncommunicable diseases,"20,804",20803.68945
"Age-standardized DALYs (per 100,000)",2000,Americas,Mexico,Injuries,"3,456",3456.13599
"Age-standardized DALYs (per 100,000)",2012,Americas,Mexico,All Causes,"26,763",26763.06055
"Age-standardized DALYs (per 100,000)",2012,Americas,Mexico,Communicable & other Group I,"3,556",3555.59595
"Age-standardized DALYs (per 100,000)",2012,Americas,Mexico,Noncommunicable diseases,"19,524",19524.18945
"Age-standardized DALYs (per 100,000)",2012,Americas,Mexico,Injuries,"3,683",3683.2771
"Age-standardized DALYs (per 100,000)",2000,Europe,The former Yugoslav republic of Macedonia,All Causes,"30,232",30231.83984
"Age-standardized DALYs (per 100,000)",2000,Europe,The former Yugoslav republic of Macedonia,Communicable & other Group I,"2,723",2722.85205
"Age-standardized DALYs (per 100,000)",2000,Europe,The former Yugoslav republic of Macedonia,Noncommunicable diseases,"24,819",24818.75
"Age-standardized DALYs (per 100,000)",2000,Europe,The former Yugoslav republic of Macedonia,Injuries,"2,690",2690.23804
"Age-standardized DALYs (per 100,000)",2012,Europe,The former Yugoslav republic of Macedonia,All Causes,"26,392",26391.50977
"Age-standardized DALYs (per 100,000)",2012,Europe,The former Yugoslav republic of Macedonia,Communicable & other Group I,"1,883",1883.43896
"Age-standardized DALYs (per 100,000)",2012,Europe,The former Yugoslav republic of Macedonia,Noncommunicable diseases,"22,425",22425
"Age-standardized DALYs (per 100,000)",2012,Europe,The former Yugoslav republic of Macedonia,Injuries,"2,083",2083.07104
"Age-standardized DALYs (per 100,000)",2000,Africa,Mali,All Causes,"108,153",108153.3984
"Age-standardized DALYs (per 100,000)",2000,Africa,Mali,Communicable & other Group I,"65,429",65428.98828
"Age-standardized DALYs (per 100,000)",2000,Africa,Mali,Noncommunicable diseases,"35,774",35773.58984
"Age-standardized DALYs (per 100,000)",2000,Africa,Mali,Injuries,"6,951",6950.79199
"Age-standardized DALYs (per 100,000)",2012,Africa,Mali,All Causes,"75,910",75910.1875
"Age-standardized DALYs (per 100,000)",2012,Africa,Mali,Communicable & other Group I,"37,702",37702.12891
"Age-standardized DALYs (per 100,000)",2012,Africa,Mali,Noncommunicable diseases,"31,964",31963.68945
"Age-standardized DALYs (per 100,000)",2012,Africa,Mali,Injuries,"6,244",6244.37109
"Age-standardized DALYs (per 100,000)",2000,Europe,Malta,All Causes,"22,028",22028.26953
"Age-standardized DALYs (per 100,000)",2000,Europe,Malta,Communicable & other Group I,"1,691",1691.31995
"Age-standardized DALYs (per 100,000)",2000,Europe,Malta,Noncommunicable diseases,"18,415",18414.71094
"Age-standardized DALYs (per 100,000)",2000,Europe,Malta,Injuries,"1,922",1922.24097
"Age-standardized DALYs (per 100,000)",2012,Europe,Malta,All Causes,"19,507",19507.19922
"Age-standardized DALYs (per 100,000)",2012,Europe,Malta,Communicable & other Group I,"1,241",1240.79602
"Age-standardized DALYs (per 100,000)",2012,Europe,Malta,Noncommunicable diseases,"16,572",16571.66992
"Age-standardized DALYs (per 100,000)",2012,Europe,Malta,Injuries,"1,695",1694.73804
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Myanmar,All Causes,"58,153",58152.69141
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Myanmar,Communicable & other Group I,"25,767",25766.71094
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Myanmar,Noncommunicable diseases,"26,578",26577.67969
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Myanmar,Injuries,"5,808",5808.29883
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Myanmar,All Causes,"48,793",48792.98828
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Myanmar,Communicable & other Group I,"16,796",16795.59961
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Myanmar,Noncommunicable diseases,"26,568",26568.19922
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Myanmar,Injuries,"5,429",5429.19189
"Age-standardized DALYs (per 100,000)",2000,Europe,Montenegro,All Causes,"29,832",29832.25977
"Age-standardized DALYs (per 100,000)",2000,Europe,Montenegro,Communicable & other Group I,"2,629",2629.2561
"Age-standardized DALYs (per 100,000)",2000,Europe,Montenegro,Noncommunicable diseases,"24,231",24231.15039
"Age-standardized DALYs (per 100,000)",2000,Europe,Montenegro,Injuries,"2,972",2971.85596
"Age-standardized DALYs (per 100,000)",2012,Europe,Montenegro,All Causes,"26,702",26701.53906
"Age-standardized DALYs (per 100,000)",2012,Europe,Montenegro,Communicable & other Group I,"1,855",1854.93506
"Age-standardized DALYs (per 100,000)",2012,Europe,Montenegro,Noncommunicable diseases,"21,948",21948.21094
"Age-standardized DALYs (per 100,000)",2012,Europe,Montenegro,Injuries,"2,898",2898.39209
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Mongolia,All Causes,"55,523",55522.51172
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Mongolia,Communicable & other Group I,"11,748",11747.76953
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Mongolia,Noncommunicable diseases,"38,149",38148.55859
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Mongolia,Injuries,"5,626",5626.16895
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Mongolia,All Causes,"42,935",42935.08984
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Mongolia,Communicable & other Group I,"5,989",5988.69189
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Mongolia,Noncommunicable diseases,"32,462",32461.9707
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Mongolia,Injuries,"4,484",4484.43408
"Age-standardized DALYs (per 100,000)",2000,Africa,Mozambique,All Causes,"108,720",108719.8984
"Age-standardized DALYs (per 100,000)",2000,Africa,Mozambique,Communicable & other Group I,"69,400",69399.53125
"Age-standardized DALYs (per 100,000)",2000,Africa,Mozambique,Noncommunicable diseases,"29,223",29223.16016
"Age-standardized DALYs (per 100,000)",2000,Africa,Mozambique,Injuries,"10,097",10097.19043
"Age-standardized DALYs (per 100,000)",2012,Africa,Mozambique,All Causes,"88,491",88491.13281
"Age-standardized DALYs (per 100,000)",2012,Africa,Mozambique,Communicable & other Group I,"54,637",54636.62109
"Age-standardized DALYs (per 100,000)",2012,Africa,Mozambique,Noncommunicable diseases,"25,425",25424.94922
"Age-standardized DALYs (per 100,000)",2012,Africa,Mozambique,Injuries,"8,430",8429.56445
"Age-standardized DALYs (per 100,000)",2000,Africa,Mauritania,All Causes,"66,860",66860.34375
"Age-standardized DALYs (per 100,000)",2000,Africa,Mauritania,Communicable & other Group I,"37,573",37573.39063
"Age-standardized DALYs (per 100,000)",2000,Africa,Mauritania,Noncommunicable diseases,"24,510",24509.94922
"Age-standardized DALYs (per 100,000)",2000,Africa,Mauritania,Injuries,"4,777",4776.99902
"Age-standardized DALYs (per 100,000)",2012,Africa,Mauritania,All Causes,"58,285",58284.55859
"Age-standardized DALYs (per 100,000)",2012,Africa,Mauritania,Communicable & other Group I,"30,734",30733.84961
"Age-standardized DALYs (per 100,000)",2012,Africa,Mauritania,Noncommunicable diseases,"23,242",23242.42969
"Age-standardized DALYs (per 100,000)",2012,Africa,Mauritania,Injuries,"4,308",4308.27393
"Age-standardized DALYs (per 100,000)",2000,Africa,Mauritius,All Causes,"33,835",33834.66016
"Age-standardized DALYs (per 100,000)",2000,Africa,Mauritius,Communicable & other Group I,"3,457",3456.51392
"Age-standardized DALYs (per 100,000)",2000,Africa,Mauritius,Noncommunicable diseases,"27,494",27494.18945
"Age-standardized DALYs (per 100,000)",2000,Africa,Mauritius,Injuries,"2,884",2883.94897
"Age-standardized DALYs (per 100,000)",2012,Africa,Mauritius,All Causes,"30,076",30076.26953
"Age-standardized DALYs (per 100,000)",2012,Africa,Mauritius,Communicable & other Group I,"3,656",3655.97192
"Age-standardized DALYs (per 100,000)",2012,Africa,Mauritius,Noncommunicable diseases,"23,638",23638.08984
"Age-standardized DALYs (per 100,000)",2012,Africa,Mauritius,Injuries,"2,782",2782.20898
"Age-standardized DALYs (per 100,000)",2000,Africa,Malawi,All Causes,"123,525",123524.6016
"Age-standardized DALYs (per 100,000)",2000,Africa,Malawi,Communicable & other Group I,"93,801",93801.13281
"Age-standardized DALYs (per 100,000)",2000,Africa,Malawi,Noncommunicable diseases,"25,301",25300.93945
"Age-standardized DALYs (per 100,000)",2000,Africa,Malawi,Injuries,"4,423",4422.5249
"Age-standardized DALYs (per 100,000)",2012,Africa,Malawi,All Causes,"70,678",70677.89844
"Age-standardized DALYs (per 100,000)",2012,Africa,Malawi,Communicable & other Group I,"41,634",41633.67188
"Age-standardized DALYs (per 100,000)",2012,Africa,Malawi,Noncommunicable diseases,"24,552",24552.09961
"Age-standardized DALYs (per 100,000)",2012,Africa,Malawi,Injuries,"4,492",4492.12988
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Malaysia,All Causes,"34,316",34316.32031
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Malaysia,Communicable & other Group I,"6,124",6124.37695
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Malaysia,Noncommunicable diseases,"24,434",24434.25
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Malaysia,Injuries,"3,758",3757.68506
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Malaysia,All Causes,"29,765",29764.96094
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Malaysia,Communicable & other Group I,"5,432",5432.38379
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Malaysia,Noncommunicable diseases,"21,203",21203.26953
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Malaysia,Injuries,"3,129",3129.30103
"Age-standardized DALYs (per 100,000)",2000,Africa,Namibia,All Causes,"74,137",74137.00781
"Age-standardized DALYs (per 100,000)",2000,Africa,Namibia,Communicable & other Group I,"43,117",43117.21094
"Age-standardized DALYs (per 100,000)",2000,Africa,Namibia,Noncommunicable diseases,"25,984",25984.07031
"Age-standardized DALYs (per 100,000)",2000,Africa,Namibia,Injuries,"5,036",5035.72803
"Age-standardized DALYs (per 100,000)",2012,Africa,Namibia,All Causes,"48,404",48403.87891
"Age-standardized DALYs (per 100,000)",2012,Africa,Namibia,Communicable & other Group I,"21,350",21350.06055
"Age-standardized DALYs (per 100,000)",2012,Africa,Namibia,Noncommunicable diseases,"22,726",22726.07031
"Age-standardized DALYs (per 100,000)",2012,Africa,Namibia,Injuries,"4,328",4327.74121
"Age-standardized DALYs (per 100,000)",2000,Africa,Niger,All Causes,"98,342",98342.45313
"Age-standardized DALYs (per 100,000)",2000,Africa,Niger,Communicable & other Group I,"65,346",65346.32031
"Age-standardized DALYs (per 100,000)",2000,Africa,Niger,Noncommunicable diseases,"27,481",27480.69922
"Age-standardized DALYs (per 100,000)",2000,Africa,Niger,Injuries,"5,515",5515.43213
"Age-standardized DALYs (per 100,000)",2012,Africa,Niger,All Causes,"70,093",70093.21875
"Age-standardized DALYs (per 100,000)",2012,Africa,Niger,Communicable & other Group I,"38,549",38549.01953
"Age-standardized DALYs (per 100,000)",2012,Africa,Niger,Noncommunicable diseases,"26,353",26352.73047
"Age-standardized DALYs (per 100,000)",2012,Africa,Niger,Injuries,"5,191",5191.46777
"Age-standardized DALYs (per 100,000)",2000,Africa,Nigeria,All Causes,"111,480",111479.7969
"Age-standardized DALYs (per 100,000)",2000,Africa,Nigeria,Communicable & other Group I,"72,681",72680.99219
"Age-standardized DALYs (per 100,000)",2000,Africa,Nigeria,Noncommunicable diseases,"30,224",30224.33008
"Age-standardized DALYs (per 100,000)",2000,Africa,Nigeria,Injuries,"8,575",8574.50293
"Age-standardized DALYs (per 100,000)",2012,Africa,Nigeria,All Causes,"84,764",84764.25
"Age-standardized DALYs (per 100,000)",2012,Africa,Nigeria,Communicable & other Group I,"48,537",48536.53906
"Age-standardized DALYs (per 100,000)",2012,Africa,Nigeria,Noncommunicable diseases,"28,039",28038.5293
"Age-standardized DALYs (per 100,000)",2012,Africa,Nigeria,Injuries,"8,189",8189.17285
"Age-standardized DALYs (per 100,000)",2000,Americas,Nicaragua,All Causes,"34,756",34756.03125
"Age-standardized DALYs (per 100,000)",2000,Americas,Nicaragua,Communicable & other Group I,"8,561",8560.98145
"Age-standardized DALYs (per 100,000)",2000,Americas,Nicaragua,Noncommunicable diseases,"22,245",22245.28906
"Age-standardized DALYs (per 100,000)",2000,Americas,Nicaragua,Injuries,"3,950",3949.75098
"Age-standardized DALYs (per 100,000)",2012,Americas,Nicaragua,All Causes,"33,239",33239.03125
"Age-standardized DALYs (per 100,000)",2012,Americas,Nicaragua,Communicable & other Group I,"5,741",5740.854
"Age-standardized DALYs (per 100,000)",2012,Americas,Nicaragua,Noncommunicable diseases,"23,849",23849.21094
"Age-standardized DALYs (per 100,000)",2012,Americas,Nicaragua,Injuries,"3,649",3648.96411
"Age-standardized DALYs (per 100,000)",2000,Europe,Netherlands,All Causes,"21,969",21968.9707
"Age-standardized DALYs (per 100,000)",2000,Europe,Netherlands,Communicable & other Group I,"1,427",1427.23706
"Age-standardized DALYs (per 100,000)",2000,Europe,Netherlands,Noncommunicable diseases,"18,573",18572.93945
"Age-standardized DALYs (per 100,000)",2000,Europe,Netherlands,Injuries,"1,969",1968.79504
"Age-standardized DALYs (per 100,000)",2012,Europe,Netherlands,All Causes,"18,770",18770.30078
"Age-standardized DALYs (per 100,000)",2012,Europe,Netherlands,Communicable & other Group I,"1,134",1134.30798
"Age-standardized DALYs (per 100,000)",2012,Europe,Netherlands,Noncommunicable diseases,"15,928",15927.67969
"Age-standardized DALYs (per 100,000)",2012,Europe,Netherlands,Injuries,"1,708",1708.31604
"Age-standardized DALYs (per 100,000)",2000,Europe,Norway,All Causes,"23,043",23043.17969
"Age-standardized DALYs (per 100,000)",2000,Europe,Norway,Communicable & other Group I,"1,151",1151.13599
"Age-standardized DALYs (per 100,000)",2000,Europe,Norway,Noncommunicable diseases,"19,353",19352.67969
"Age-standardized DALYs (per 100,000)",2000,Europe,Norway,Injuries,"2,539",2539.36499
"Age-standardized DALYs (per 100,000)",2012,Europe,Norway,All Causes,"19,615",19614.58008
"Age-standardized DALYs (per 100,000)",2012,Europe,Norway,Communicable & other Group I,989,989.38959
"Age-standardized DALYs (per 100,000)",2012,Europe,Norway,Noncommunicable diseases,"16,793",16793.2793
"Age-standardized DALYs (per 100,000)",2012,Europe,Norway,Injuries,"1,832",1831.90698
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Nepal,All Causes,"59,688",59687.60156
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Nepal,Communicable & other Group I,"23,876",23875.56055
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Nepal,Noncommunicable diseases,"29,227",29227.39063
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Nepal,Injuries,"6,585",6584.64502
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Nepal,All Causes,"43,324",43324.19141
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Nepal,Communicable & other Group I,"13,914",13913.7998
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Nepal,Noncommunicable diseases,"24,800",24800.05078
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Nepal,Injuries,"4,610",4610.34277
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,New Zealand,All Causes,"22,104",22104.48047
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,New Zealand,Communicable & other Group I,"1,150",1149.84705
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,New Zealand,Noncommunicable diseases,"18,058",18057.85938
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,New Zealand,Injuries,"2,897",2896.77905
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,New Zealand,All Causes,"18,742",18741.83984
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,New Zealand,Communicable & other Group I,"1,157",1157.22205
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,New Zealand,Noncommunicable diseases,"15,164",15164.5
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,New Zealand,Injuries,"2,420",2420.12402
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Oman,All Causes,"33,541",33540.71875
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Oman,Communicable & other Group I,"6,151",6150.95898
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Oman,Noncommunicable diseases,"24,060",24060.13086
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Oman,Injuries,"3,330",3329.62988
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Oman,All Causes,"27,260",27260.10938
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Oman,Communicable & other Group I,"4,469",4469.30322
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Oman,Noncommunicable diseases,"19,720",19719.56055
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Oman,Injuries,"3,071",3071.24194
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Pakistan,All Causes,"57,667",57667.14844
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Pakistan,Communicable & other Group I,"26,978",26977.5293
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Pakistan,Noncommunicable diseases,"25,126",25126.05078
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Pakistan,Injuries,"5,564",5563.56885
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Pakistan,All Causes,"50,534",50534.48047
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Pakistan,Communicable & other Group I,"19,351",19350.53906
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Pakistan,Noncommunicable diseases,"25,694",25693.71094
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Pakistan,Injuries,"5,490",5490.22412
"Age-standardized DALYs (per 100,000)",2000,Americas,Panama,All Causes,"29,039",29038.5293
"Age-standardized DALYs (per 100,000)",2000,Americas,Panama,Communicable & other Group I,"6,423",6422.5708
"Age-standardized DALYs (per 100,000)",2000,Americas,Panama,Noncommunicable diseases,"19,527",19526.66992
"Age-standardized DALYs (per 100,000)",2000,Americas,Panama,Injuries,"3,089",3089.28906
"Age-standardized DALYs (per 100,000)",2012,Americas,Panama,All Causes,"27,476",27475.67969
"Age-standardized DALYs (per 100,000)",2012,Americas,Panama,Communicable & other Group I,"5,461",5461.25391
"Age-standardized DALYs (per 100,000)",2012,Americas,Panama,Noncommunicable diseases,"17,999",17998.93945
"Age-standardized DALYs (per 100,000)",2012,Americas,Panama,Injuries,"4,015",4015.49194
"Age-standardized DALYs (per 100,000)",2000,Americas,Peru,All Causes,"35,748",35748.08984
"Age-standardized DALYs (per 100,000)",2000,Americas,Peru,Communicable & other Group I,"11,237",11236.62988
"Age-standardized DALYs (per 100,000)",2000,Americas,Peru,Noncommunicable diseases,"21,112",21111.83984
"Age-standardized DALYs (per 100,000)",2000,Americas,Peru,Injuries,"3,400",3399.61792
"Age-standardized DALYs (per 100,000)",2012,Americas,Peru,All Causes,"26,911",26910.51953
"Age-standardized DALYs (per 100,000)",2012,Americas,Peru,Communicable & other Group I,"5,933",5933.49414
"Age-standardized DALYs (per 100,000)",2012,Americas,Peru,Noncommunicable diseases,"18,143",18143.03906
"Age-standardized DALYs (per 100,000)",2012,Americas,Peru,Injuries,"2,834",2833.99292
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Philippines,All Causes,"41,372",41372.42969
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Philippines,Communicable & other Group I,"13,047",13046.55957
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Philippines,Noncommunicable diseases,"24,547",24547.05078
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Philippines,Injuries,"3,779",3778.82593
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Philippines,All Causes,"41,446",41445.64844
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Philippines,Communicable & other Group I,"10,384",10383.57031
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Philippines,Noncommunicable diseases,"27,699",27698.61914
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Philippines,Injuries,"3,363",3363.46289
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Papua New Guinea,All Causes,"70,304",70303.53906
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Papua New Guinea,Communicable & other Group I,"32,991",32990.96875
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Papua New Guinea,Noncommunicable diseases,"30,468",30467.58984
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Papua New Guinea,Injuries,"6,845",6844.96777
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Papua New Guinea,All Causes,"59,322",59321.60938
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Papua New Guinea,Communicable & other Group I,"24,953",24952.7793
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Papua New Guinea,Noncommunicable diseases,"29,041",29040.66992
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Papua New Guinea,Injuries,"5,328",5328.15723
"Age-standardized DALYs (per 100,000)",2000,Europe,Poland,All Causes,"29,711",29710.80078
"Age-standardized DALYs (per 100,000)",2000,Europe,Poland,Communicable & other Group I,"2,212",2212.15698
"Age-standardized DALYs (per 100,000)",2000,Europe,Poland,Noncommunicable diseases,"23,590",23590.11914
"Age-standardized DALYs (per 100,000)",2000,Europe,Poland,Injuries,"3,909",3908.51709
"Age-standardized DALYs (per 100,000)",2012,Europe,Poland,All Causes,"25,415",25414.86914
"Age-standardized DALYs (per 100,000)",2012,Europe,Poland,Communicable & other Group I,"1,786",1786.40405
"Age-standardized DALYs (per 100,000)",2012,Europe,Poland,Noncommunicable diseases,"20,360",20359.69922
"Age-standardized DALYs (per 100,000)",2012,Europe,Poland,Injuries,"3,269",3268.76099
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Democratic People's Republic of Korea,All Causes,"47,905",47905.25
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Democratic People's Republic of Korea,Communicable & other Group I,"12,683",12682.80957
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Democratic People's Republic of Korea,Noncommunicable diseases,"28,682",28681.56055
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Democratic People's Republic of Korea,Injuries,"6,541",6540.87988
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Democratic People's Republic of Korea,All Causes,"36,756",36755.55078
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Democratic People's Republic of Korea,Communicable & other Group I,"7,319",7319.04102
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Democratic People's Republic of Korea,Noncommunicable diseases,"24,527",24526.91016
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Democratic People's Republic of Korea,Injuries,"4,910",4909.60303
"Age-standardized DALYs (per 100,000)",2000,Europe,Portugal,All Causes,"24,909",24909
"Age-standardized DALYs (per 100,000)",2000,Europe,Portugal,Communicable & other Group I,"2,031",2031.18799
"Age-standardized DALYs (per 100,000)",2000,Europe,Portugal,Noncommunicable diseases,"19,616",19615.86914
"Age-standardized DALYs (per 100,000)",2000,Europe,Portugal,Injuries,"3,262",3261.94312
"Age-standardized DALYs (per 100,000)",2012,Europe,Portugal,All Causes,"19,815",19814.56055
"Age-standardized DALYs (per 100,000)",2012,Europe,Portugal,Communicable & other Group I,"1,552",1552.46399
"Age-standardized DALYs (per 100,000)",2012,Europe,Portugal,Noncommunicable diseases,"16,338",16337.9502
"Age-standardized DALYs (per 100,000)",2012,Europe,Portugal,Injuries,"1,924",1924.14502
"Age-standardized DALYs (per 100,000)",2000,Americas,Paraguay,All Causes,"32,606",32605.66992
"Age-standardized DALYs (per 100,000)",2000,Americas,Paraguay,Communicable & other Group I,"7,357",7356.95215
"Age-standardized DALYs (per 100,000)",2000,Americas,Paraguay,Noncommunicable diseases,"21,899",21898.60938
"Age-standardized DALYs (per 100,000)",2000,Americas,Paraguay,Injuries,"3,350",3350.10107
"Age-standardized DALYs (per 100,000)",2012,Americas,Paraguay,All Causes,"30,862",30861.89063
"Age-standardized DALYs (per 100,000)",2012,Americas,Paraguay,Communicable & other Group I,"5,478",5478.41797
"Age-standardized DALYs (per 100,000)",2012,Americas,Paraguay,Noncommunicable diseases,"21,444",21443.53906
"Age-standardized DALYs (per 100,000)",2012,Americas,Paraguay,Injuries,"3,940",3939.93604
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Qatar,All Causes,"27,102",27101.55078
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Qatar,Communicable & other Group I,"2,911",2911.02002
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Qatar,Noncommunicable diseases,"20,653",20652.50977
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Qatar,Injuries,"3,538",3538.01709
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Qatar,All Causes,"22,923",22923.16992
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Qatar,Communicable & other Group I,"2,236",2236.4519
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Qatar,Noncommunicable diseases,"18,236",18236
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Qatar,Injuries,"2,451",2450.71289
"Age-standardized DALYs (per 100,000)",2000,Europe,Romania,All Causes,"35,680",35680.42969
"Age-standardized DALYs (per 100,000)",2000,Europe,Romania,Communicable & other Group I,"5,890",5889.76807
"Age-standardized DALYs (per 100,000)",2000,Europe,Romania,Noncommunicable diseases,"25,713",25712.83984
"Age-standardized DALYs (per 100,000)",2000,Europe,Romania,Injuries,"4,078",4077.82397
"Age-standardized DALYs (per 100,000)",2012,Europe,Romania,All Causes,"28,496",28496.05078
"Age-standardized DALYs (per 100,000)",2012,Europe,Romania,Communicable & other Group I,"3,076",3075.61499
"Age-standardized DALYs (per 100,000)",2012,Europe,Romania,Noncommunicable diseases,"22,387",22386.50977
"Age-standardized DALYs (per 100,000)",2012,Europe,Romania,Injuries,"3,034",3033.9209
"Age-standardized DALYs (per 100,000)",2000,Europe,Russian Federation,All Causes,"50,706",50705.55859
"Age-standardized DALYs (per 100,000)",2000,Europe,Russian Federation,Communicable & other Group I,"6,050",6050.08203
"Age-standardized DALYs (per 100,000)",2000,Europe,Russian Federation,Noncommunicable diseases,"34,057",34057.28125
"Age-standardized DALYs (per 100,000)",2000,Europe,Russian Federation,Injuries,"10,598",10598.2002
"Age-standardized DALYs (per 100,000)",2012,Europe,Russian Federation,All Causes,"39,906",39906.17969
"Age-standardized DALYs (per 100,000)",2012,Europe,Russian Federation,Communicable & other Group I,"4,840",4839.88184
"Age-standardized DALYs (per 100,000)",2012,Europe,Russian Federation,Noncommunicable diseases,"29,245",29244.58984
